,title,image_file,research_area,name,institution,subunit,location,full_affiliation,institution_clean,year,Country
76,Rapid Fine-Tuning of Computationally Intensive Classifiers,2000_001_0026.png,Supervised Machine Learning,Stefan Zemke,KTH,Department of Computer and Systems Sciences,"Kista, Sweden","Department of Computer and Systems Sciences
Stockholm University/KTH, Electrum 230, 164 40 Kista, Sweden",KTH,2000,Sweden
77,Applying One-Sided Selection to Unbalanced Datasets,2000_001_0027.png,Supervised Machine Learning,Gustavo E.A.P.A. Batista,Universidade de São Paulo,Instituto de Ciências Matemáticas de São Carlos | Silicon Graphics Brasil,"São Carlos, SP, Brasil","Instituto de Ciências Matemáticas de São Carlos, Universidade de São Paulo. Silicon Graphics Brasil.",*USP,2000,Brazil
78,Applying One-Sided Selection to Unbalanced Datasets,2000_001_0027.png,Supervised Machine Learning,Andre C.P.L.F. Carvalho,Universidade de São Paulo,Instituto de Ciências Matemáticas de São Carlos,"São Carlos, SP, Brasil","Instituto de Ciências Matemáticas de São Carlos, Universidade de São Paulo.",*USP,2000,Brazil
79,Applying One-Sided Selection to Unbalanced Datasets,2000_001_0027.png,Supervised Machine Learning,Maria Carolina Monard,Universidade de São Paulo,Instituto de Ciências Matemáticas de São Carlos/ILTC,"São Carlos, SP, Brasil","Instituto de Ciências Matemáticas de São Carlos, Universidade de São Paulo/ILTC. Av. Carlos Botelho, 1465. Caixa Postal 668. CEP 13560-970. São Carlos - SP. Brasil.",*USP,2000,Brazil
80,NSL/ASL: Distributed Simulation of Modular Neural Networks,2000_001_0028.png,Neural Networks & Deep Learning,Alfredo Weitzenfeld,Instituto Tecnológico Autónomo de México (ITAM),Departamento Académico de Computación,"México DF, MEXICO","Departamento Académico de Computación
Instituto Tecnológico Autónomo de México (ITAM)
Río Hondo #1, San Angel Tizapán, CP 01000
México DF, MEXICO",ITAM,2000,Mexico
81,NSL/ASL: Distributed Simulation of Modular Neural Networks,2000_001_0028.png,Neural Networks & Deep Learning,Oscar Peguero,Instituto Tecnológico Autónomo de México (ITAM),Departamento Académico de Computación,"México DF, MEXICO","Departamento Académico de Computación
Instituto Tecnológico Autónomo de México (ITAM)
Río Hondo #1, San Angel Tizapán, CP 01000
México DF, MEXICO",ITAM,2000,Mexico
82,NSL/ASL: Distributed Simulation of Modular Neural Networks,2000_001_0028.png,Neural Networks & Deep Learning,Sebastián Gutiérrez,Instituto Tecnológico Autónomo de México (ITAM),Departamento Académico de Computación,"México DF, MEXICO","Departamento Académico de Computación
Instituto Tecnológico Autónomo de México (ITAM)
Río Hondo #1, San Angel Tizapán, CP 01000
México DF, MEXICO",ITAM,2000,Mexico
83,Dynamical Behavior of an Electronic Neuron of Commutation,2000_001_0029.png,Neural Networks & Deep Learning,A. Padrón,UNAM,"Laboratorio de Ingeniería Neuronal, Centro de Instrumentos","Coyoacán, México D.F., México","Laboratorio de Ingeniería Neuronal, Centro de Instrumentos - UNAM Apartado Postal 70 - 186, Coyoacán, C. P. 04510, México D.F.",UNAM,2000,Mexico
84,Dynamical Behavior of an Electronic Neuron of Commutation,2000_001_0029.png,Neural Networks & Deep Learning,J. L. Pérez,UNAM,"Laboratorio de Ingeniería Neuronal, Centro de Instrumentos","Coyoacán, México D.F., México","Laboratorio de Ingeniería Neuronal, Centro de Instrumentos - UNAM Apartado Postal 70 - 186, Coyoacán, C. P. 04510, México D.F.",UNAM,2000,Mexico
85,Dynamical Behavior of an Electronic Neuron of Commutation,2000_001_0029.png,Neural Networks & Deep Learning,A. Herrera,UNAM,"Laboratorio de Ingeniería Neuronal, Centro de Instrumentos","Coyoacán, México D.F., México","Laboratorio de Ingeniería Neuronal, Centro de Instrumentos - UNAM Apartado Postal 70 - 186, Coyoacán, C. P. 04510, México D.F.",UNAM,2000,Mexico
86,Dynamical Behavior of an Electronic Neuron of Commutation,2000_001_0029.png,Neural Networks & Deep Learning,R. Prieto,UNAM,"Laboratorio de Ingeniería Neuronal, Centro de Instrumentos","Coyoacán, México D.F., México","Laboratorio de Ingeniería Neuronal, Centro de Instrumentos - UNAM Apartado Postal 70 - 186, Coyoacán, C. P. 04510, México D.F.",UNAM,2000,Mexico
87,Training Neural Networks Using Non-standard Norms – Preliminary Results,2000_001_0030.png,Neural Networks & Deep Learning,Angel Kuri Morales,Instituto Politécnico Nacional,Centro de Investigación en Computación,"Zacatenco, México, D.F.","Centro de Investigación en Computación
Instituto Politécnico Nacional
Unidad Profesional Adolfo López Mateos
Zacatenco
México 07738, D.F.",IPN,2000,Mexico
88,Extending the Prediction Horizon in Dynamic Bandwidth Allocation for VBR Video Transport,2000_001_0031.png,Neural Networks & Deep Learning,Armando García-Rodríguez,Lucent Technologies,,,Lucent Technologies,~LT,2000,Unknown
89,Extending the Prediction Horizon in Dynamic Bandwidth Allocation for VBR Video Transport,2000_001_0031.png,Neural Networks & Deep Learning,Ramón M. Rodríguez-Dagnino,ITESM,Centro de Electrónica y Telecomunicaciones,"Monterrey, N.L., México","ITESM, Centro de Electrónica y Telecomunicaciones, Sucursal de correos “J” C.P. 64849, Monterrey, N.L., México",ITESM,2000,Mexico
90,Extending the Prediction Horizon in Dynamic Bandwidth Allocation for VBR Video Transport,2000_001_0031.png,Neural Networks & Deep Learning,Christos Douligeris,University of Miami,Electrical and Computer Engineering,"Coral Gables, FL, USA | Greece","University of Miami, Electrical and Computer Engineering, Coral Gables, FL 33124 USA, christos@ece.miami.edu, and University of Piraeus, Greece",*UM,2000,Multiple
91,Extending the Prediction Horizon in Dynamic Bandwidth Allocation for VBR Video Transport,2000_001_0031.png,Neural Networks & Deep Learning,Christos Douligeris,University of Piraeus,Electrical and Computer Engineering,"Coral Gables, FL, USA | Greece","University of Miami, Electrical and Computer Engineering, Coral Gables, FL 33124 USA, christos@ece.miami.edu, and University of Piraeus, Greece",~UP,2000,Multiple
92,A Procedure to Select the Vigilance Threshold for the ART2 for Supervised and Unsupervised Training,2000_001_0032.png,Neural Networks & Deep Learning,P. Rayón Villela,Instituto Politécnico Nacional,Centro de Investigación en Computación,"México, D.F., México","Centro de Investigación en Computación-IPN
U. Prof. Adolfo López Mateos, México, D.F. 07738, México",IPN,2000,Mexico
93,A Procedure to Select the Vigilance Threshold for the ART2 for Supervised and Unsupervised Training,2000_001_0032.png,Neural Networks & Deep Learning,J. H. Sossa Azuela,Instituto Politécnico Nacional,Centro de Investigación en Computación,"México, D.F., México","Centro de Investigación en Computación-IPN
U. Prof. Adolfo López Mateos, México, D.F. 07738, México",IPN,2000,Mexico
94,Investigation of the One-Armed Bandit by Neural Network,2000_001_0033.png,Neural Networks & Deep Learning,Frank C. Lin,University of Maryland Eastern Shore,Dept. of Math and Computer Science,"Princess Anne, MD, USA","Dept. of Math and Computer Science
University of Maryland Eastern Shore
Princess Anne, MD 21853-1299",~UMES,2000,United States
95,Investigation of the One-Armed Bandit by Neural Network,2000_001_0033.png,Neural Networks & Deep Learning,Xiaojiang Ju,University of Maryland Eastern Shore,Dept. of Math and Computer Science,"Princess Anne, MD, USA","Dept. of Math and Computer Science
University of Maryland Eastern Shore
Princess Anne, MD 21853-1299",~UMES,2000,United States
96,Knowledge Base System for Diagnostic Assessment of Doppler Spectrogram,2000_001_0034.png,Hybrid AI & Expert Systems,B. Das,Indian Institute of Technology,Dept of Electronics & ECE,"Kharagpur, West Bengal, India","Dept of Electronics & ECE, Indian Institute of Technology Kharagpur, West Bengal, India",~IIT,2000,India
97,Knowledge Base System for Diagnostic Assessment of Doppler Spectrogram,2000_001_0034.png,Hybrid AI & Expert Systems,S.K. Mitra,EKO Heart Foundation,,"Calcutta, West Bengal, India","EKO Heart Foundation Calcutta, West Bengal, India",~EHF,2000,India
98,Knowledge Base System for Diagnostic Assessment of Doppler Spectrogram,2000_001_0034.png,Hybrid AI & Expert Systems,S. Banerjee,Indian Institute of Technology,Dept of Electronics & ECE,"Kharagpur, West Bengal, India","Dept of Electronics & ECE, Indian Institute of Technology Kharagpur, West Bengal, India",~IIT,2000,India
99,Using Randomized Algorithms for Digital Mock-Up in Automotive Industry,2000_001_0035.png,Robotics,Benedikt Bietzker,ISA Tools GmbH,,"Stuttgart, Germany","ISA Tools GmbH, Vaihinger Straße 169, 70567 Stuttgart, Germany",~ITG,2000,Germany
100,Using Randomized Algorithms for Digital Mock-Up in Automotive Industry,2000_001_0035.png,Robotics,Oliver Karch,University of Würzburg,Department of Computer Science I,"Würzburg, Germany","Department of Computer Science I, University of Würzburg, Am Hubland, 97074 Würzburg, Germany",~UW,2000,Germany
101,Using Randomized Algorithms for Digital Mock-Up in Automotive Industry,2000_001_0035.png,Robotics,Hartmut Noltemeier,University of Würzburg,Department of Computer Science I,"Würzburg, Germany","Department of Computer Science I, University of Würzburg, Am Hubland, 97074 Würzburg, Germany",~UW,2000,Germany
102,Risks Inside-Out,2000_001_0036.png,Hybrid AI & Expert Systems,Osvaldo Cairó,Instituto Tecnológico Autónomo de México (ITAM),Computer Science Department,"Mexico City, Mexico","Computer Science Department, Instituto Tecnológico Autónomo de México (ITAM), Mexico City, Mexico 01000",ITAM,2000,Mexico
103,Risks Inside-Out,2000_001_0036.png,Hybrid AI & Expert Systems,Julio Barreiro,Universidad Nacional Autónoma de México (UNAM),Computer Science Department,"Mexico City, Mexico","Computer Science Department, Universidad Nacional Autónoma de México (UNAM), Mexico City, Mexico 04510",UNAM,2000,Mexico
104,Risks Inside-Out,2000_001_0036.png,Hybrid AI & Expert Systems,Francisco Solsona,Universidad Nacional Autónoma de México (UNAM),Computer Science Department,"Mexico City, Mexico","Computer Science Department, Universidad Nacional Autónoma de México (UNAM), Mexico City, Mexico 04510",UNAM,2000,Mexico
105,"A Cooperative, Deductive, and Self-Adaptive Web Authoring Environment",2000_001_0037.png,Hybrid AI & Expert Systems,Dominique Decouchant,"Laboratoire “Logiciels, Systèmes, Réseaux”",,"Grenoble, France","Laboratoire “Logiciels, Systèmes, Réseaux”, Grenoble, France",~L“SR,2000,France
106,"A Cooperative, Deductive, and Self-Adaptive Web Authoring Environment",2000_001_0037.png,Hybrid AI & Expert Systems,Ana María Martínez-Enríquez,CINVESTAV-IPN,"Sección de Computación, Departamento de Ingeniería Eléctrica","D. F., México","Sección de Computación, Departamento de Ingeniería Eléctrica, CINVESTAV-IPN, D. F., México",CINVESTAV,2000,Mexico
107,Definition of a General Conceptualization Method for the Expert Knowledge,2000_001_0038.png,Hybrid AI & Expert Systems,Almudena Sierra-Alonso,Universidad Carlos III,Escuela Politécnica Superior,"Leganés, Madrid, Spain","Universidad Carlos III. Escuela Politécnica Superior. Avda. de la Universidad nº 30, 28911 Leganés, Madrid, Spain",*UC3M,2000,Spain
108,Segmenting the e-Commerce Market Using the Generative Topographic Mapping,2000_001_0039.png,Unsupervised Machine Learning,A. Vellido,Liverpool John Moores University,School of Computing and Mathematical Sciences,"Liverpool, UK","School of Computing and Mathematical Sciences, Liverpool John Moores University, Byrom St. Liverpool L3 3AF, UK",*LJMU,2000,United Kingdom
109,Segmenting the e-Commerce Market Using the Generative Topographic Mapping,2000_001_0039.png,Unsupervised Machine Learning,P.J.G. Lisboa,Liverpool John Moores University,School of Computing and Mathematical Sciences,"Liverpool, UK","School of Computing and Mathematical Sciences, Liverpool John Moores University, Byrom St. Liverpool L3 3AF, UK",*LJMU,2000,United Kingdom
110,Segmenting the e-Commerce Market Using the Generative Topographic Mapping,2000_001_0039.png,Unsupervised Machine Learning,K. Meehan,Liverpool John Moores University,Business School,"Liverpool, UK","Business School, Liverpool John Moores University, 98 Mount Pleasant, Liverpool L3 5UZ, UK",*LJMU,2000,United Kingdom
111,Designing a Fast Neuro-fuzzy System for Speech Noise Cancellation,2000_001_0040.png,Fuzzy Logic & Fuzzy Systems,Anna Esposito,International Institute for Advanced Scientific Studies,IIASS,"Vietri sul Mare, SA, Italy","International Institute for Advanced Scientific Studies (IIASS) Via G. Pellegrino 19, 84019, Vietri sul Mare, SA, Italy",~IIASS,2000,Italy
112,Designing a Fast Neuro-fuzzy System for Speech Noise Cancellation,2000_001_0040.png,Fuzzy Logic & Fuzzy Systems,Eugène C. Ezin,International Institute for Advanced Scientific Studies,IIASS | IMSP,"Vietri sul Mare, SA, Italy | Porto-Novo, Benin","International Institute for Advanced Scientific Studies (IIASS) Via G. Pellegrino 19, 84019, Vietri sul Mare, SA, Italy | Institut de Mathématiques et de Sciences Physiques (IMSP) B.P. 613 Porto-Novo, Benin",~IIASS,2000,Benin
113,Designing a Fast Neuro-fuzzy System for Speech Noise Cancellation,2000_001_0040.png,Fuzzy Logic & Fuzzy Systems,Eugène C. Ezin,Institut de Mathématiques et de Sciences Physiques,IIASS | IMSP,"Vietri sul Mare, SA, Italy | Porto-Novo, Benin","International Institute for Advanced Scientific Studies (IIASS) Via G. Pellegrino 19, 84019, Vietri sul Mare, SA, Italy | Institut de Mathématiques et de Sciences Physiques (IMSP) B.P. 613 Porto-Novo, Benin",~IMESP,2000,Benin
114,Designing a Fast Neuro-fuzzy System for Speech Noise Cancellation,2000_001_0040.png,Fuzzy Logic & Fuzzy Systems,Carlos A. Reyes-Garcia,International Institute for Advanced Scientific Studies,IIASS | ,"Vietri sul Mare, SA, Italy | Apizaco, Tlaxcala, Mexico","International Institute for Advanced Scientific Studies (IIASS) Via G. Pellegrino 19, 84019, Vietri sul Mare, SA, Italy | Instituto Tecnologico de Apizaco-COSNET Apizaco, Tlaxcala, Mexico 90300",~IIASS,2000,Mexico
115,Designing a Fast Neuro-fuzzy System for Speech Noise Cancellation,2000_001_0040.png,Fuzzy Logic & Fuzzy Systems,Carlos A. Reyes-Garcia,Instituto Tecnologico de Apizaco-COSNET,IIASS | ,"Vietri sul Mare, SA, Italy | Apizaco, Tlaxcala, Mexico","International Institute for Advanced Scientific Studies (IIASS) Via G. Pellegrino 19, 84019, Vietri sul Mare, SA, Italy | Instituto Tecnologico de Apizaco-COSNET Apizaco, Tlaxcala, Mexico 90300",ITA,2000,Mexico
116,Verification of Correct Pronunciation of Mexican Spanish Using Speech Technology,2000_001_0041.png,Natural Language Processing (NLP),Ingrid Kirschning,Universidad de las Américas-Puebla,"Tlatoa Speech Processing Group, ICT, CENTIA","Cholula, Pue., México","Tlatoa Speech Processing Group, ICT, CENTIA**, Universidad de las Américas-Puebla. Sta. Catarina Mártir s/n, 72820 Cholula, Pue., México.",UDLAP,2000,Mexico
117,Verification of Correct Pronunciation of Mexican Spanish Using Speech Technology,2000_001_0041.png,Natural Language Processing (NLP),Nancy Aguas,Universidad de las Américas-Puebla,"Tlatoa Speech Processing Group, ICT, CENTIA","Cholula, Pue., México","Tlatoa Speech Processing Group, ICT, CENTIA**, Universidad de las Américas-Puebla. Sta. Catarina Mártir s/n, 72820 Cholula, Pue., México.",UDLAP,2000,Mexico
118,Explaining Abstract Data Types with Sentential and Diagrammatic Elements,2000_001_0042.png,Hybrid AI & Expert Systems,Agustin A. Araya,California State University at San Jose,Dept. of Mathematics and Computer Science,"San Jose, CA, USA","Dept. of Mathematics and Computer Science
California State University at San Jose
San Jose, CA 95192, USA",~CSUSJ,2000,United States
